,index,Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,Country,Debut Year,Last Year,Total Years,Innings per Matches,Not outs per innings,Arithmatic Average of Total Runs by Inns Played,Not Out when scored highest,HS Numeric,100's per innings,50's per innings,0's per innings,4s numeric,6s numeric,boundaries,4s per Inns,6s per Inns,Boundary Ave per Inns,boundaries per innings,runs scored by boundaries,boundaries to runs ratio,runs without boundaries,BF without boundaries,Strike Rate without boundaries,Avg runs per year
228,564,PJL Dujon ,1981-1991,169,120.0,36.0,1945.0,82*,23.15,2881.0,67.51,0.0,6.0,8.0,139+,7+,WEST INDIES,1981,1991,10,0.7100591715976331,0.3,16.208333333333332,1,82,0.0,0.05,0.06666666666666667,139,7,146,1.1583333333333334,0.058333333333333334,4.983333333333333,1.2166666666666666,598,0.30745501285347043,1347.0,2735.0,49.250457038391225,194.5
229,565,FH Edwards ,2003-2009,50,22.0,14.0,73.0,13,9.12,160.0,45.62,0.0,0.0,2.0,5,0,WEST INDIES,2003,2009,6,0.44,0.6363636363636364,3.3181818181818183,0,13,0.0,0.0,0.09090909090909091,5,0,5,0.22727272727272727,0.0,0.9090909090909091,0.22727272727272727,20,0.273972602739726,53.0,155.0,34.193548387096776,12.166666666666666
230,569,ADS Fletcher ,2008-2016,25,25.0,0.0,354.0,54,14.16,549.0,64.48,0.0,2.0,3.0,42,7,WEST INDIES,2008,2016,8,1.0,0.0,14.16,0,54,0.0,0.08,0.12,42,7,49,1.68,0.28,8.4,1.96,210,0.5932203389830508,144.0,500.0,28.799999999999997,44.25
231,574,D Ganga ,1999-2006,35,34.0,1.0,843.0,71,25.54,1414.0,59.61,0.0,9.0,5.0,69,7,WEST INDIES,1999,2006,7,0.9714285714285714,0.029411764705882353,24.794117647058822,0,71,0.0,0.2647058823529412,0.14705882352941177,69,7,76,2.0294117647058822,0.20588235294117646,9.352941176470587,2.235294117647059,318,0.37722419928825623,525.0,1338.0,39.23766816143498,120.42857142857143
232,575,J Garner ,1977-1987,98,41.0,15.0,239.0,37,9.19,360.0,66.38,0.0,0.0,5.0,6+,4+,WEST INDIES,1977,1987,10,0.41836734693877553,0.36585365853658536,5.829268292682927,0,37,0.0,0.0,0.12195121951219512,6,4,10,0.14634146341463414,0.0975609756097561,1.1707317073170733,0.24390243902439024,48,0.200836820083682,191.0,350.0,54.57142857142857,23.9
233,577,CH Gayle ,1999-2019,298,291.0,17.0,10425.0,215,38.04,11960.0,87.16,25.0,53.0,24.0,1120,330,WEST INDIES,1999,2019,20,0.9765100671140939,0.058419243986254296,35.824742268041234,0,215,0.0859106529209622,0.18213058419243985,0.08247422680412371,1120,330,1450,3.8487972508591066,1.134020618556701,22.19931271477663,4.982817869415808,6460,0.6196642685851319,3965.0,10510.0,37.72597526165556,521.25
234,580,HA Gomes ,1978-1987,83,64.0,15.0,1415.0,101,28.87,2578.0,54.88,1.0,6.0,5.0,73+,4+,WEST INDIES,1978,1987,9,0.7710843373493976,0.234375,22.109375,0,101,0.015625,0.09375,0.078125,73,4,77,1.140625,0.0625,4.9375,1.203125,316,0.223321554770318,1099.0,2501.0,43.94242303078769,157.22222222222223
235,581,AH Gray ,1985-1991,25,11.0,5.0,51.0,10*,8.5,77.0,66.23,0.0,0.0,1.0,4,0,WEST INDIES,1985,1991,6,0.44,0.45454545454545453,4.636363636363637,1,10,0.0,0.0,0.09090909090909091,4,0,4,0.36363636363636365,0.0,1.4545454545454546,0.36363636363636365,16,0.3137254901960784,35.0,73.0,47.94520547945205,8.5
236,583,CG Greenidge ,1975-1991,128,127.0,13.0,5134.0,133*,45.03,7908.0,64.92,11.0,31.0,3.0,470+,81+,WEST INDIES,1975,1991,16,0.9921875,0.10236220472440945,40.425196850393704,1,133,0.08661417322834646,0.2440944881889764,0.023622047244094488,470,81,551,3.7007874015748032,0.6377952755905512,18.62992125984252,4.338582677165355,2366,0.46084924035839503,2768.0,7357.0,37.6240315345929,320.875
237,587,RA Harper ,1983-1996,105,73.0,20.0,855.0,45*,16.13,1162.0,73.58,0.0,0.0,5.0,53,18,WEST INDIES,1983,1996,13,0.6952380952380952,0.273972602739726,11.712328767123287,1,45,0.0,0.0,0.0684931506849315,53,18,71,0.726027397260274,0.2465753424657534,4.383561643835616,0.9726027397260274,320,0.3742690058479532,535.0,1091.0,49.03758020164986,65.76923076923077
238,588,DL Haynes ,1978-1994,238,237.0,28.0,8648.0,152*,41.37,13707.0,63.09,17.0,57.0,13.0,768+,53+,WEST INDIES,1978,1994,16,0.9957983193277311,0.11814345991561181,36.48945147679325,1,152,0.07172995780590717,0.24050632911392406,0.05485232067510549,768,53,821,3.240506329113924,0.22362869198312235,14.30379746835443,3.4641350210970465,3390,0.3919981498612396,5258.0,12886.0,40.80397330436132,540.5
239,594,WW Hinds ,1999-2010,119,111.0,10.0,2880.0,127*,28.51,4393.0,65.55,5.0,14.0,8.0,261,50,WEST INDIES,1999,2010,11,0.9327731092436975,0.09009009009009009,25.945945945945947,1,127,0.04504504504504504,0.12612612612612611,0.07207207207207207,261,50,311,2.3513513513513513,0.45045045045045046,12.108108108108109,2.8018018018018016,1344,0.4666666666666667,1536.0,4082.0,37.628613424791766,261.8181818181818
240,596,JO Holder ,2013-2021,121,97.0,21.0,1894.0,99*,24.92,2033.0,93.16,0.0,10.0,10.0,137,60,WEST INDIES,2013,2021,8,0.8016528925619835,0.21649484536082475,19.52577319587629,1,99,0.0,0.10309278350515463,0.10309278350515463,137,60,197,1.4123711340206186,0.6185567010309279,9.360824742268042,2.0309278350515463,908,0.47940865892291445,986.0,1836.0,53.70370370370371,236.75
241,598,VA Holder ,1973-1978,12,6.0,1.0,64.0,30,12.8,85.0,75.29,0.0,0.0,1.0,4,2,WEST INDIES,1973,1978,5,0.5,0.16666666666666666,10.666666666666666,0,30,0.0,0.0,0.16666666666666666,4,2,6,0.6666666666666666,0.3333333333333333,4.666666666666666,1.0,28,0.4375,36.0,79.0,45.56962025316456,12.8
242,599,MA Holding ,1976-1987,102,42.0,11.0,282.0,64,9.09,377.0,74.8,0.0,2.0,9.0,22+,5+,WEST INDIES,1976,1987,11,0.4117647058823529,0.2619047619047619,6.714285714285714,0,64,0.0,0.047619047619047616,0.21428571428571427,22,5,27,0.5238095238095238,0.11904761904761904,2.8095238095238093,0.6428571428571429,118,0.41843971631205673,164.0,350.0,46.85714285714286,25.636363636363637
243,600,CL Hooper ,1987-2003,227,206.0,43.0,5761.0,113*,35.34,7517.0,76.63,7.0,29.0,7.0,409,65,WEST INDIES,1987,2003,16,0.9074889867841409,0.2087378640776699,27.966019417475728,1,113,0.03398058252427184,0.1407766990291262,0.03398058252427184,409,65,474,1.9854368932038835,0.3155339805825243,9.83495145631068,2.3009708737864076,2026,0.351675056413817,3735.0,7043.0,53.03137867386057,360.0625
244,602,SD Hope ,2016-2021,83,78.0,10.0,3599.0,170,52.92,4813.0,74.77,10.0,19.0,4.0,283,52,WEST INDIES,2016,2021,5,0.9397590361445783,0.1282051282051282,46.14102564102564,0,170,0.1282051282051282,0.24358974358974358,0.05128205128205128,283,52,335,3.628205128205128,0.6666666666666666,18.51282051282051,4.294871794871795,1444,0.40122256182272853,2155.0,4478.0,48.12416257257704,719.8
245,606,RD Jacobs ,1996-2004,147,112.0,32.0,1865.0,80*,23.31,2662.0,70.06,0.0,9.0,11.0,118,27,WEST INDIES,1996,2004,8,0.7619047619047619,0.2857142857142857,16.651785714285715,1,80,0.0,0.08035714285714286,0.09821428571428571,118,27,145,1.0535714285714286,0.24107142857142858,5.660714285714286,1.2946428571428572,634,0.33994638069705096,1231.0,2517.0,48.90742947953913,233.125
246,608,LR Johnson ,2008-2015,6,6.0,0.0,98.0,51,16.33,175.0,56.0,0.0,1.0,1.0,10,2,WEST INDIES,2008,2015,7,1.0,0.0,16.333333333333332,0,51,0.0,0.16666666666666666,0.16666666666666666,10,2,12,1.6666666666666667,0.3333333333333333,8.666666666666668,2.0,52,0.5306122448979592,46.0,163.0,28.22085889570552,14.0
247,609,AS Joseph ,2016-2021,37,19.0,8.0,190.0,29*,17.27,277.0,68.59,0.0,0.0,2.0,16,7,WEST INDIES,2016,2021,5,0.5135135135135135,0.42105263157894735,10.0,1,29,0.0,0.0,0.10526315789473684,16,7,23,0.8421052631578947,0.3684210526315789,5.578947368421052,1.2105263157894737,106,0.5578947368421052,84.0,254.0,33.07086614173229,38.0
248,610,SC Joseph ,2000-2005,13,11.0,1.0,161.0,58,16.1,302.0,53.31,0.0,1.0,2.0,11,2,WEST INDIES,2000,2005,5,0.8461538461538461,0.09090909090909091,14.636363636363637,0,58,0.0,0.09090909090909091,0.18181818181818182,11,2,13,1.0,0.18181818181818182,5.090909090909091,1.1818181818181819,56,0.34782608695652173,105.0,289.0,36.332179930795846,32.2
249,612,AI Kallicharran ,1973-1981,31,28.0,4.0,826.0,78,34.41,1329.0,62.15,0.0,6.0,0.0,67+,3+,WEST INDIES,1973,1981,8,0.9032258064516129,0.14285714285714285,29.5,0,78,0.0,0.21428571428571427,0.0,67,3,70,2.392857142857143,0.10714285714285714,10.214285714285714,2.5,286,0.34624697336561744,540.0,1259.0,42.89118347895155,103.25
250,616,RD King ,1998-2005,50,23.0,14.0,65.0,12*,7.22,203.0,32.01,0.0,0.0,5.0,1,0,WEST INDIES,1998,2005,7,0.46,0.6086956521739131,2.8260869565217392,1,12,0.0,0.0,0.21739130434782608,1,0,1,0.043478260869565216,0.0,0.17391304347826086,0.043478260869565216,4,0.06153846153846154,61.0,202.0,30.198019801980198,9.285714285714286
251,617,CB Lambert ,1990-1998,11,11.0,0.0,368.0,119,33.45,456.0,80.7,1.0,2.0,1.0,41,6,WEST INDIES,1990,1998,8,1.0,0.0,33.45454545454545,0,119,0.09090909090909091,0.18181818181818182,0.09090909090909091,41,6,47,3.727272727272727,0.5454545454545454,18.18181818181818,4.2727272727272725,200,0.5434782608695652,168.0,409.0,41.075794621026894,46.0
252,618,BC Lara ,1990-2007,295,285.0,32.0,10348.0,169,40.9,12996.0,79.62,19.0,62.0,14.0,1039,133,WEST INDIES,1990,2007,17,0.9661016949152542,0.11228070175438597,36.30877192982456,0,169,0.06666666666666667,0.21754385964912282,0.04912280701754386,1039,133,1172,3.645614035087719,0.4666666666666667,17.382456140350875,4.112280701754386,4954,0.4787398531117124,5394.0,11824.0,45.6190798376184,608.7058823529412
253,620,E Lewis ,2016-2021,57,54.0,4.0,1847.0,176*,36.94,2226.0,82.97,4.0,10.0,3.0,185,52,WEST INDIES,2016,2021,5,0.9473684210526315,0.07407407407407407,34.2037037037037,1,176,0.07407407407407407,0.18518518518518517,0.05555555555555555,185,52,237,3.425925925925926,0.9629629629629629,19.48148148148148,4.388888888888889,1052,0.5695722793719545,795.0,1989.0,39.969834087481146,369.4
254,621,RN Lewis ,1997-2009,28,21.0,5.0,291.0,49,18.18,367.0,79.29,0.0,0.0,1.0,14,10,WEST INDIES,1997,2009,12,0.75,0.23809523809523808,13.857142857142858,0,49,0.0,0.0,0.047619047619047616,14,10,24,0.6666666666666666,0.47619047619047616,5.523809523809524,1.1428571428571428,116,0.39862542955326463,175.0,343.0,51.02040816326531,24.25
255,622,CH Lloyd ,1973-1985,87,69.0,19.0,1977.0,102,39.54,2434.0,81.22,1.0,11.0,1.0,160+,30+,WEST INDIES,1973,1985,12,0.7931034482758621,0.2753623188405797,28.652173913043477,0,102,0.014492753623188406,0.15942028985507245,0.014492753623188406,160,30,190,2.318840579710145,0.43478260869565216,11.884057971014492,2.753623188405797,820,0.4147698533131007,1157.0,2244.0,51.559714795008915,164.75
256,623,AL Logie ,1981-1993,158,133.0,36.0,2809.0,109*,28.95,3801.0,73.9,1.0,14.0,13.0,209+,9+,WEST INDIES,1981,1993,12,0.8417721518987342,0.2706766917293233,21.1203007518797,1,109,0.007518796992481203,0.10526315789473684,0.09774436090225563,209,9,218,1.5714285714285714,0.06766917293233082,6.69172932330827,1.6390977443609023,890,0.3168387326450694,1919.0,3583.0,53.558470555400504,234.08333333333334
257,627,NAM McLean ,1996-2003,45,34.0,8.0,314.0,50*,12.07,383.0,81.98,0.0,1.0,7.0,26,7,WEST INDIES,1996,2003,7,0.7555555555555555,0.23529411764705882,9.235294117647058,1,50,0.0,0.029411764705882353,0.20588235294117646,26,7,33,0.7647058823529411,0.20588235294117646,4.294117647058823,0.9705882352941176,146,0.46496815286624205,168.0,350.0,48.0,44.857142857142854
258,628,MD Marshall ,1980-1992,136,83.0,19.0,955.0,66,14.92,1246.0,76.64,0.0,2.0,5.0,63+,14+,WEST INDIES,1980,1992,12,0.6102941176470589,0.2289156626506024,11.506024096385541,0,66,0.0,0.024096385542168676,0.060240963855421686,63,14,77,0.7590361445783133,0.1686746987951807,4.048192771084337,0.927710843373494,336,0.3518324607329843,619.0,1169.0,52.951240376390075,79.58333333333333
259,633,NO Miller ,2008-2018,50,27.0,13.0,284.0,51,20.28,359.0,79.1,0.0,1.0,4.0,23,4,WEST INDIES,2008,2018,10,0.54,0.48148148148148145,10.518518518518519,0,51,0.0,0.037037037037037035,0.14814814814814814,23,4,27,0.8518518518518519,0.14814814814814814,4.296296296296296,1.0,116,0.4084507042253521,168.0,332.0,50.602409638554214,28.4
260,635,JN Mohammed ,2011-2021,36,31.0,2.0,630.0,91*,21.72,941.0,66.95,0.0,4.0,2.0,51,10,WEST INDIES,2011,2021,10,0.8611111111111112,0.06451612903225806,20.322580645161292,1,91,0.0,0.12903225806451613,0.06451612903225806,51,10,61,1.6451612903225807,0.3225806451612903,8.516129032258064,1.967741935483871,264,0.41904761904761906,366.0,880.0,41.590909090909086,63.0
261,636,RS Morton ,2002-2010,56,51.0,6.0,1519.0,110*,33.75,2289.0,66.36,2.0,10.0,7.0,123,15,WEST INDIES,2002,2010,8,0.9107142857142857,0.11764705882352941,29.784313725490197,1,110,0.0392156862745098,0.19607843137254902,0.13725490196078433,123,15,138,2.411764705882353,0.29411764705882354,11.411764705882351,2.7058823529411766,582,0.38314680710994076,937.0,2151.0,43.561134356113435,189.875
262,638,DA Murray ,1973-1981,10,7.0,2.0,45.0,35,9.0,140.0,32.14,0.0,0.0,1.0,6,0,WEST INDIES,1973,1981,8,0.7,0.2857142857142857,6.428571428571429,0,35,0.0,0.0,0.14285714285714285,6,0,6,0.8571428571428571,0.0,3.4285714285714284,0.8571428571428571,24,0.5333333333333333,21.0,134.0,15.671641791044777,5.625
263,639,DL Murray ,1973-1980,26,17.0,5.0,294.0,61*,24.5,468.0,62.82,0.0,2.0,0.0,18+,2+,WEST INDIES,1973,1980,7,0.6538461538461539,0.29411764705882354,17.294117647058822,1,61,0.0,0.11764705882352941,0.0,18,2,20,1.0588235294117647,0.11764705882352941,4.9411764705882355,1.1764705882352942,84,0.2857142857142857,210.0,448.0,46.875,42.0
264,640,JR Murray ,1992-1999,55,36.0,6.0,678.0,86,22.6,929.0,72.98,0.0,5.0,4.0,63,6,WEST INDIES,1992,1999,7,0.6545454545454545,0.16666666666666666,18.833333333333332,0,86,0.0,0.1388888888888889,0.1111111111111111,63,6,69,1.75,0.16666666666666666,8.0,1.9166666666666667,288,0.4247787610619469,390.0,860.0,45.348837209302324,96.85714285714286
265,642,SP Narine ,2011-2016,65,45.0,12.0,363.0,36,11.0,441.0,82.31,0.0,0.0,8.0,36,12,WEST INDIES,2011,2016,5,0.6923076923076923,0.26666666666666666,8.066666666666666,0,36,0.0,0.0,0.17777777777777778,36,12,48,0.8,0.26666666666666666,4.800000000000001,1.0666666666666667,216,0.5950413223140496,147.0,393.0,37.404580152671755,72.6
266,649,BP Patterson ,1986-1993,59,20.0,15.0,44.0,13*,8.8,101.0,43.56,0.0,0.0,1.0,1,1,WEST INDIES,1986,1993,7,0.3389830508474576,0.75,2.2,1,13,0.0,0.0,0.05,1,1,2,0.05,0.05,0.5,0.1,10,0.22727272727272727,34.0,99.0,34.34343434343434,6.285714285714286
267,652,V Permaul ,2012-2017,7,4.0,1.0,19.0,10,6.33,26.0,73.07,0.0,0.0,0.0,1,0,WEST INDIES,2012,2017,5,0.5714285714285714,0.25,4.75,0,10,0.0,0.0,0.0,1,0,1,0.25,0.0,1.0,0.25,4,0.21052631578947367,15.0,25.0,60.0,3.8
268,657,KA Pollard ,2007-2021,119,109.0,9.0,2633.0,119,26.33,2776.0,94.84,3.0,12.0,14.0,167,131,WEST INDIES,2007,2021,14,0.9159663865546218,0.08256880733944955,24.155963302752294,0,119,0.027522935779816515,0.11009174311926606,0.12844036697247707,167,131,298,1.5321100917431192,1.201834862385321,13.339449541284402,2.7339449541284404,1454,0.5522218002278769,1179.0,2478.0,47.57869249394673,188.07142857142858
269,659,DBL Powell ,2002-2009,55,25.0,3.0,118.0,48*,5.36,164.0,71.95,0.0,0.0,8.0,4,5,WEST INDIES,2002,2009,7,0.45454545454545453,0.12,4.72,1,48,0.0,0.0,0.32,4,5,9,0.16,0.2,1.8400000000000003,0.36,46,0.3898305084745763,72.0,155.0,46.45161290322581,16.857142857142858
270,660,KOA Powell ,2009-2018,46,44.0,0.0,1005.0,83,22.84,1278.0,78.63,0.0,9.0,4.0,115,15,WEST INDIES,2009,2018,9,0.9565217391304348,0.0,22.84090909090909,0,83,0.0,0.20454545454545456,0.09090909090909091,115,15,130,2.6136363636363638,0.3409090909090909,12.5,2.9545454545454546,550,0.5472636815920398,455.0,1148.0,39.63414634146341,111.66666666666667
271,661,R Powell ,2016-2021,37,34.0,3.0,786.0,101,25.35,952.0,82.56,1.0,2.0,2.0,47,35,WEST INDIES,2016,2021,5,0.918918918918919,0.08823529411764706,23.11764705882353,0,101,0.029411764705882353,0.058823529411764705,0.058823529411764705,47,35,82,1.3823529411764706,1.0294117647058822,11.705882352941176,2.411764705882353,398,0.5063613231552163,388.0,870.0,44.59770114942529,157.2
272,662,RL Powell ,1999-2005,109,100.0,16.0,2085.0,124,24.82,2157.0,96.66,1.0,8.0,8.0,185,75,WEST INDIES,1999,2005,6,0.9174311926605505,0.16,20.85,0,124,0.01,0.08,0.08,185,75,260,1.85,0.75,11.9,2.6,1190,0.5707434052757794,895.0,1897.0,47.17975751186083,347.5
273,665,D Ramdin ,2005-2016,139,110.0,22.0,2200.0,169,25.0,2738.0,80.35,2.0,8.0,4.0,165,31,WEST INDIES,2005,2016,11,0.7913669064748201,0.2,20.0,0,169,0.01818181818181818,0.07272727272727272,0.03636363636363636,165,31,196,1.5,0.2818181818181818,7.690909090909091,1.7818181818181817,846,0.3845454545454545,1354.0,2542.0,53.26514555468135,200.0
274,667,R Rampaul ,2003-2015,92,40.0,11.0,362.0,86*,12.48,472.0,76.69,0.0,1.0,3.0,33,13,WEST INDIES,2003,2015,12,0.43478260869565216,0.275,9.05,1,86,0.0,0.025,0.075,33,13,46,0.825,0.325,5.25,1.15,210,0.580110497237569,152.0,426.0,35.68075117370892,30.166666666666668
275,668,FL Reifer ,1997-2009,8,8.0,0.0,117.0,40,14.62,229.0,51.09,0.0,0.0,0.0,10,2,WEST INDIES,1997,2009,12,1.0,0.0,14.625,0,40,0.0,0.0,0.0,10,2,12,1.25,0.25,6.5,1.5,52,0.4444444444444444,65.0,217.0,29.953917050691242,9.75
276,672,IVA Richards ,1975-1991,187,167.0,24.0,6721.0,189*,47.0,7451.0,90.2,11.0,45.0,7.0,600+,126+,WEST INDIES,1975,1991,16,0.893048128342246,0.1437125748502994,40.24550898203593,1,189,0.0658682634730539,0.2694610778443114,0.041916167664670656,600,126,726,3.592814371257485,0.7544910179640718,18.89820359281437,4.347305389221557,3156,0.4695729802112781,3565.0,6725.0,53.01115241635688,420.0625
277,673,RB Richardson ,1983-1996,224,217.0,30.0,6248.0,122,33.41,9801.0,63.74,5.0,44.0,8.0,541+,54+,WEST INDIES,1983,1996,13,0.96875,0.1382488479262673,28.792626728110598,0,122,0.02304147465437788,0.20276497695852536,0.03686635944700461,541,54,595,2.493087557603687,0.2488479262672811,11.465437788018434,2.7419354838709675,2488,0.39820742637644047,3760.0,9206.0,40.842928524875084,480.61538461538464
278,674,KAJ Roach ,2008-2019,92,57.0,34.0,308.0,34,13.39,576.0,53.47,0.0,0.0,8.0,24,6,WEST INDIES,2008,2019,11,0.6195652173913043,0.5964912280701754,5.4035087719298245,0,34,0.0,0.0,0.14035087719298245,24,6,30,0.42105263157894735,0.10526315789473684,2.3157894736842106,0.5263157894736842,132,0.42857142857142855,176.0,546.0,32.234432234432234,28.0
279,675,AME Roberts ,1975-1983,56,32.0,9.0,231.0,37*,10.04,357.0,64.7,0.0,0.0,3.0,12+,3+,WEST INDIES,1975,1983,8,0.5714285714285714,0.28125,7.21875,1,37,0.0,0.0,0.09375,12,3,15,0.375,0.09375,2.0625,0.46875,66,0.2857142857142857,165.0,342.0,48.24561403508772,28.875
280,677,LG Rowe ,1975-1980,11,8.0,0.0,136.0,60,17.0,244.0,55.73,0.0,1.0,0.0,11+,0,WEST INDIES,1975,1980,5,0.7272727272727273,0.0,17.0,0,60,0.0,0.125,0.0,11,0,11,1.375,0.0,5.5,1.375,44,0.3235294117647059,92.0,233.0,39.48497854077253,27.2
281,678,AD Russell ,2011-2019,56,47.0,9.0,1034.0,92*,27.21,794.0,130.22,0.0,4.0,6.0,94,57,WEST INDIES,2011,2019,8,0.8392857142857143,0.19148936170212766,22.0,1,92,0.0,0.0851063829787234,0.1276595744680851,94,57,151,2.0,1.2127659574468086,15.27659574468085,3.2127659574468086,718,0.6943907156673114,316.0,643.0,49.14463452566096,129.25
282,679,DJG Sammy ,2004-2015,126,105.0,30.0,1871.0,89,24.94,1870.0,100.05,0.0,9.0,4.0,145,84,WEST INDIES,2004,2015,11,0.8333333333333334,0.2857142857142857,17.81904761904762,0,89,0.0,0.08571428571428572,0.0380952380952381,145,84,229,1.380952380952381,0.8,10.323809523809524,2.1809523809523808,1084,0.5793693212185996,787.0,1641.0,47.958561852528945,170.0909090909091
283,680,MN Samuels ,2000-2018,207,196.0,26.0,5606.0,133*,32.97,7463.0,75.11,10.0,30.0,11.0,526,118,WEST INDIES,2000,2018,18,0.9468599033816425,0.1326530612244898,28.602040816326532,1,133,0.05102040816326531,0.15306122448979592,0.05612244897959184,526,118,644,2.683673469387755,0.6020408163265306,14.346938775510203,3.2857142857142856,2812,0.5016054227613271,2794.0,6819.0,40.97374981668867,311.44444444444446
284,682,RR Sarwan ,2000-2013,181,169.0,33.0,5804.0,120*,42.67,7663.0,75.74,5.0,38.0,8.0,480,58,WEST INDIES,2000,2013,13,0.9337016574585635,0.1952662721893491,34.34319526627219,1,120,0.029585798816568046,0.22485207100591717,0.047337278106508875,480,58,538,2.8402366863905324,0.3431952662721893,13.420118343195266,3.1834319526627217,2268,0.3907649896623019,3536.0,7125.0,49.6280701754386,446.46153846153845
285,687,LMP Simmons ,2006-2015,68,65.0,3.0,1958.0,122,31.58,2680.0,73.05,2.0,16.0,9.0,162,50,WEST INDIES,2006,2015,9,0.9558823529411765,0.046153846153846156,30.123076923076923,0,122,0.03076923076923077,0.24615384615384617,0.13846153846153847,162,50,212,2.4923076923076923,0.7692307692307693,14.584615384615386,3.2615384615384615,948,0.48416751787538304,1010.0,2468.0,40.923824959481365,217.55555555555554
286,688,PV Simmons ,1987-1999,143,138.0,11.0,3675.0,122,28.93,5407.0,67.96,5.0,18.0,14.0,376+,44+,WEST INDIES,1987,1999,12,0.965034965034965,0.07971014492753623,26.630434782608695,0,122,0.036231884057971016,0.13043478260869565,0.10144927536231885,376,44,420,2.7246376811594204,0.3188405797101449,12.81159420289855,3.0434782608695654,1768,0.48108843537414964,1907.0,4987.0,38.23942249849609,306.25
287,690,DR Smith ,2004-2015,105,89.0,5.0,1560.0,97,18.57,1683.0,92.69,0.0,8.0,14.0,142,64,WEST INDIES,2004,2015,11,0.8476190476190476,0.056179775280898875,17.528089887640448,0,97,0.0,0.0898876404494382,0.15730337078651685,142,64,206,1.595505617977528,0.7191011235955056,10.696629213483146,2.3146067415730336,952,0.6102564102564103,608.0,1477.0,41.16452268111036,141.8181818181818
288,691,DS Smith ,2003-2013,47,45.0,2.0,1059.0,107,24.62,1506.0,70.31,1.0,5.0,4.0,110,9,WEST INDIES,2003,2013,10,0.9574468085106383,0.044444444444444446,23.533333333333335,0,107,0.022222222222222223,0.1111111111111111,0.08888888888888889,110,9,119,2.4444444444444446,0.2,10.977777777777778,2.6444444444444444,494,0.4664778092540132,565.0,1387.0,40.735400144196106,105.9
289,694,JE Taylor ,2003-2017,90,42.0,9.0,278.0,43*,8.42,323.0,86.06,0.0,0.0,7.0,31,5,WEST INDIES,2003,2017,14,0.4666666666666667,0.21428571428571427,6.619047619047619,1,43,0.0,0.0,0.16666666666666666,31,5,36,0.7380952380952381,0.11904761904761904,3.666666666666667,0.8571428571428571,154,0.5539568345323741,124.0,287.0,43.20557491289199,19.857142857142858
290,700,PA Wallace ,1991-2000,33,33.0,0.0,701.0,103,21.24,1151.0,60.9,1.0,2.0,4.0,81,14,WEST INDIES,1991,2000,9,1.0,0.0,21.242424242424242,0,103,0.030303030303030304,0.06060606060606061,0.12121212121212122,81,14,95,2.4545454545454546,0.42424242424242425,12.363636363636363,2.878787878787879,408,0.5820256776034237,293.0,1056.0,27.74621212121212,77.88888888888889
291,701,CA Walsh ,1985-2000,205,79.0,33.0,321.0,30,6.97,451.0,71.17,0.0,0.0,11.0,23+,9+,WEST INDIES,1985,2000,15,0.3853658536585366,0.4177215189873418,4.063291139240507,0,30,0.0,0.0,0.13924050632911392,23,9,32,0.2911392405063291,0.11392405063291139,1.8481012658227849,0.4050632911392405,146,0.45482866043613707,175.0,419.0,41.766109785202865,21.4
292,703,CAK Walton ,2009-2017,9,8.0,0.0,53.0,19,6.62,86.0,61.62,0.0,0.0,4.0,7,0,WEST INDIES,2009,2017,8,0.8888888888888888,0.0,6.625,0,19,0.0,0.0,0.5,7,0,7,0.875,0.0,3.5,0.875,28,0.5283018867924528,25.0,79.0,31.645569620253166,6.625
293,704,D Williams ,1988-1997,36,23.0,7.0,147.0,32*,9.18,242.0,60.74,0.0,0.0,4.0,11,0,WEST INDIES,1988,1997,9,0.6388888888888888,0.30434782608695654,6.391304347826087,1,32,0.0,0.0,0.17391304347826086,11,0,11,0.4782608695652174,0.0,1.9130434782608696,0.4782608695652174,44,0.29931972789115646,103.0,231.0,44.58874458874459,16.333333333333332
294,706,LR Williams ,1996-2001,15,13.0,2.0,124.0,41,11.27,186.0,66.66,0.0,0.0,2.0,10,0,WEST INDIES,1996,2001,5,0.8666666666666667,0.15384615384615385,9.538461538461538,0,41,0.0,0.0,0.15384615384615385,10,0,10,0.7692307692307693,0.0,3.076923076923077,0.7692307692307693,40,0.3225806451612903,84.0,176.0,47.72727272727273,24.8
295,707,SC Williams ,1994-1999,57,55.0,6.0,1586.0,105*,32.36,2402.0,66.02,1.0,12.0,6.0,177,12,WEST INDIES,1994,1999,5,0.9649122807017544,0.10909090909090909,28.836363636363636,1,105,0.01818181818181818,0.21818181818181817,0.10909090909090909,177,12,189,3.2181818181818183,0.21818181818181817,14.181818181818182,3.4363636363636365,780,0.4918032786885246,806.0,2213.0,36.421147763217355,317.2
296,708,Abdur Razzak ,2004-2014,153,97.0,39.0,779.0,53*,13.43,1020.0,76.37,0.0,1.0,12.0,55,21,BANGLADESH,2004,2014,10,0.6339869281045751,0.4020618556701031,8.030927835051546,1,53,0.0,0.010309278350515464,0.12371134020618557,55,21,76,0.5670103092783505,0.21649484536082475,3.5670103092783503,0.7835051546391752,346,0.4441591784338896,433.0,944.0,45.86864406779661,77.9
